CaseID,ResponseId,StartDate,EndDate,BBC1_1,BBC1_2,BBC1_3,BBC1_4,BBC1_5,BBC1_6,BBC1_7,BBC1_8,BBC1_9,BBC1_10,BBC1_11,BBC1_12,BBC1_13,BBC1_14,BBC1_15,BBC1_16,BBC1_17,BBC1_18,BBC1_19,BBC1_20,prg_qstate_punch,BBC2_1,BBC2_2,BBC2_3,BBC2_4,BBC2_5,BBC2_6,BBC2_7,BBC2_8,BBC2_9,BBC2_10,BBC2_11,BBC3_1,BBC3_2,BBC3_3,BBC3_4,BBC3_5,BBC3_6,BBC3_7,BBC3_8,BBC3_9,BBC3_10,bbc4_order,BBC4_1,BBC4_2,BBC4_3,BBC4_4,BBC4_5,BBC4_6,BBC4_7,BBC4_8,BBC5_1,BBC5_2,BBC5_3,BBC5_4,BBC5_5,BBC6,BBC7,BBC8_1,BBC8_2,BBC8_3,BBC8_4,BBC8_5,BBC8_6,BBC8_7,BBC9,BBC10,BBC11,BBC12,PPWORKA,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,partyid4,urb_sub_rur,xppracem,ind1,pprent_new,MSC,core_par,Weights,BBC1_19_TEXT,BBC7_12_TEXT
658,R_3O0NaLMi25zvDE5,12/5/2021 7:53:45,12/5/2021 8:23:49,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,None of these,Arizona,A great deal,None at all,Not very much,Not very much,A great deal,A fair amount,None at all,None at all,A great deal,None at all,A fair amount,True,False,Don’t know,True,False,True,False,True,True,True,1,Don’t know,Strongly agree,Strongly disagree,Somewhat agree, ,Strongly disagree,Don’t know,Strongly agree,Somewhat concerned,Very concerned,Very concerned,Not at all concerned,Not at all concerned,They are patriots who were fighting to preserve our freedoms,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, and I do not plan to get the vaccine",Donald Trump,No religion, ,Other,47,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,5,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Divorced,Non-metro area,West,Rented for cash,Not working,AZ,3,2,Mountain,Republican,Rural,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),Not in an MSA,No,1.4587858,Skipped,Skipped
659,R_2fAKxoLhrB0879G,12/3/2021 20:27:35,12/3/2021 20:39:18,Not Selected,Healthcare,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,South Dakota,None at all,A great deal,None at all,A great deal,A fair amount,A great deal,A great deal,A great deal,None at all,A great deal,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Somewhat disagree,Strongly disagree,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,They are right-wing domestic terrorists,Public television or radio,Not Selected,Not Selected,Not Selected,Not Selected, Donate money to a political campaign,Not Selected,Not Selected,Fully vaccinated,Joe Biden,Catholic,No,Employed part-time (by someone else),29,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,6 or more,One-family house detached from any other house,"$75,000 to $99,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working part-time,SD,2,4,West-North Central,Democrat,Rural,White,Education and Tutoring,Owned by you or someone in your household with a mortgage or loan,Not in an MSA,Yes,.9882161,Skipped,Skipped
660,R_2wztSwUbXJbsvbt,12/4/2021 8:15:00,12/4/2021 8:25:49,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Terrorism,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Arizona,Not very much,Not very much,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Not very much,Not very much,Not very much,Not very much,Don’t know,Don’t know,True,False,True,True,False,False,Don’t know,False,1,Strongly agree,Don’t know,Somewhat agree,Strongly disagree, ,Somewhat agree,Somewhat agree,Don’t know,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Don’t know,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Full-time student,26,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Male,1,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working part-time,AZ,1,0,Mountain,Republican,Suburban,Black or African American,"Professional, Scientific, Technical, and Business Services",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,1.0321357,Skipped,Skipped
661,R_3CUzM9Pt2gPkNvn,12/3/2021 17:56:42,12/3/2021 18:01:17,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Not Selected,Terrorism,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Foreign conflicts,Not Selected,Not Selected,Not Selected,Georgia,Not very much,A fair amount,A fair amount,None at all,A fair amount,A great deal,Don’t know/Never heard,A fair amount,Don’t know/Never heard,Don’t know/Never heard,None at all,False,True,Don’t know,False,Don’t know,True,False,False,False,False,1,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree, ,Somewhat agree,Somewhat disagree,Don’t know,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Someone else, Greek or Russian Orthodox,No,Retired,38,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,GA,2,0,South Atlantic,Republican,Suburban,Native Hawaiian/Pacific Islander,"Utilities, Waste Management, and Remediation Services",Owned by you or someone in your household with a mortgage or loan,Inside a suburban county of the MSA,No,.2323655,Skipped,Skipped
662,R_3q8M5dl7OSQH3HS,12/3/2021 19:37:07,12/3/2021 19:59:21,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Washington,None at all,A great deal,None at all,A fair amount,Not very much,A fair amount,None at all,A great deal,None at all,A great deal,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Very concerned,Somewhat concerned,They are right-wing domestic terrorists,MSNBC,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,Catholic,No,Employed full-time (by someone else),24,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,3,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,WA,3,0,Pacific,Democrat,Urban,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,1.6698445,Skipped,Skipped
663,R_07m3pOqaBzMMUlr,12/4/2021 16:41:48,12/4/2021 16:54:35,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Pennsylvania,A fair amount,None at all,None at all,Not very much,A fair amount,A fair amount,A fair amount,None at all,Not very much,None at all,Don’t know/Never heard,False,False,Don’t know,True,False,Don’t know,False,False,True,True,1,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree, ,Strongly disagree,Somewhat disagree,Strongly agree,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,They are criminals,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, and I do not plan to get the vaccine",Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed full-time (by someone else),38,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,PA,2,3,Mid-Atlantic,Republican,Rural,White,Construction and Specialty Contractors (such as Plumbing and Electrical),Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,.9364276,Skipped,Skipped
664,R_8vukpRn6xIWCIeJ,12/3/2021 19:21:56,12/3/2021 19:35:53,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Washington,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,Don’t know/Never heard,A fair amount,Don’t know/Never heard,A fair amount,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,1,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree, ,Somewhat disagree,Don’t know,Somewhat disagree,Don’t know,Don’t know,Don’t know,Don’t know,Not very concerned,Don’t know,FOX News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, but I plan to get the vaccine",Donald Trump,No religion, ,Other,50,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro area,West,Rented for cash,Working part-time,WA,1,1,Pacific,Democrat,Urban,White,"Arts, Entertainment, and Recreation",Rented,In the center city of an MSA,No,1.447112,Skipped,Skipped
665,R_ePA62v7rHvOGoZr,12/4/2021 13:36:32,12/4/2021 13:41:30,COVID-19/coronavirus,Not Selected,Unemployment,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Arizona,None at all,A fair amount,Not very much,Not very much,A fair amount,A fair amount,Not very much,A great deal,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,Don’t know,True,True,False,False,Don’t know,Skipped,1,Somewhat agree,Somewhat disagree,Don’t know,Strongly disagree, ,Strongly agree,Don’t know,Don’t know,Very concerned,Very concerned,Very concerned,Don’t know,Don’t know,They are criminals,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Did not vote, Buddhist, ,Employed full-time (by someone else),25,Bachelor or higher,Master’s degree or above,"Other, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,AZ,2,0,Mountain,Democrat,Suburban,Asian,"Mining, Quarrying, and Oil and Gas Extraction",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,1.3395245,Skipped,Skipped
666,R_1plLzlcjI0kxb1l,12/3/2021 17:59:57,12/3/2021 18:05:52,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Natural disasters,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,California,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree, ,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,Not at all concerned,They were well-meaning but got carried away in the moment,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Skipped,Catholic,No,Employed full-time (by someone else),37,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,2,Pacific,Democrat,Suburban,Asian,"Finance, Banking, and Insurance",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,1.1237592,Skipped,Skipped
667,R_1DNq4IPnr9x2zfY,12/4/2021 18:09:54,12/4/2021 18:24:28,Not Selected,Not Selected,Not Selected,Not Selected,Racial injustice,Not Selected,Not Selected,Not Selected,Not Selected,Taxes,Not Selected,Not Selected,Social inequality,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,California,None at all,None at all,Don’t know/Never heard,Don’t know/Never heard,None at all,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,False,Don’t know,Don’t know,True,2,Don’t know,Don’t know,Don’t know, ,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Social media,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,No religion, ,Employed full-time (by someone else),38,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,4,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Now married,Metro area,West,Rented for cash,Working full-time,CA,3,1,Pacific,Independent,Suburban,Asian,"Finance, Banking, and Insurance",Rented,Outside the center city of an MSA but inside the county containing the center city,Yes,.4698717,Skipped,Skipped
